-0.002686,  0.004639
-0.002686,  0.004883
-0.002686,  0.005127
-0.002686,  0.005371
-0.002686,  0.005615
-0.002686,  0.005859
-0.002686,  0.006104
-0.002686,  0.006348
-0.002686,  0.006592
-0.002686,  0.006836
-0.002686,  0.007080
-0.002686,  0.007324
-0.002686,  0.007568
-0.002686,  0.007813
-0.002686,  0.008057
-0.002686,  0.008301
-0.002686,  0.008545
-0.002686,  0.008789
-0.002686,  0.009033
-0.002686,  0.009277
-0.002686,  0.009521
-0.002686,  0.009766
-0.002686,  0.010010
-0.002686,  0.010254
-0.002686,  0.010498
-0.002686,  0.010986
-0.002686,  0.011230
-0.002686,  0.011475
-0.002686,  0.011719
-0.002686,  0.011963
-0.002686,  0.012451
-0.002686,  0.012695
-0.002686,  0.012939
-0.002686,  0.013428
-0.002686,  0.013672
-0.002686,  0.014160
-0.002686,  0.014404
-0.002686,  0.014893
-0.002686,  0.015381
-0.002686,  0.015625
-0.002686,  0.016113
-0.002441,  0.016357
-0.002441,  0.016602
-0.002441,  0.016846
-0.002441,  0.017090
-0.002441,  0.017334
-0.002441,  0.017578
-0.002197,  0.017822
-0.002197,  0.018066
-0.002197,  0.018311
-0.002197,  0.018555
-0.002197,  0.018799
-0.001953,  0.019043
-0.001953,  0.019287
-0.001953,  0.019531
-0.001953,  0.019775
-0.001709,  0.020020
-0.001709,  0.020264
-0.001709,  0.020508
-0.001465,  0.020752
-0.001465,  0.020996
-0.001465,  0.021240
-0.001465,  0.021484
-0.001221,  0.021729
-0.001221,  0.021973
-0.001221,  0.022217
-0.000977,  0.022461
-0.000977,  0.022705
-0.000977,  0.022949
-0.000732,  0.022949
-0.000732,  0.022949
-0.000488,  0.022949
-0.000488,  0.022949
-0.000488,  0.022949
-0.000244,  0.022949
-0.000244,  0.022949
-0.000244,  0.022949
 0.000000,  0.022949
 0.000000,  0.022949
 0.000000,  0.022949
 0.000244,  0.022949
 0.000244,  0.022949
 0.000244,  0.022949
 0.000488,  0.022949
 0.000488,  0.022949
 0.000488,  0.022949
 0.000488,  0.022949
 0.000488,  0.022949
 0.000732,  0.022949
 0.000732,  0.022949
 0.000732,  0.022949
 0.000732,  0.022949
 0.000732,  0.022705
 0.000732,  0.022461
 0.000732,  0.022217
 0.000732,  0.021973
 0.000732,  0.021729
 0.000977,  0.021484
 0.000977,  0.021240
 0.000977,  0.020996
 0.000977,  0.020752
 0.000977,  0.020508
 0.000977,  0.020264
 0.000977,  0.020020
 0.000977,  0.019775
 0.000977,  0.019531
 0.001221,  0.019287
 0.001221,  0.019043
 0.001221,  0.018799
 0.001221,  0.018555
 0.001221,  0.018311
 0.001221,  0.018066
 0.001221,  0.017822
 0.001465,  0.017578
 0.001465,  0.017334
 0.001465,  0.017090
 0.001465,  0.016846
 0.001465,  0.016602
 0.001465,  0.016357
 0.001465,  0.016113
 0.001465,  0.015869
 0.001465,  0.015625
 0.001465,  0.015381
 0.001465,  0.015137
 0.001465,  0.014893
 0.001465,  0.014648
 0.001709,  0.014404
 0.001709,  0.014160
 0.001709,  0.013916
 0.001709,  0.013672
 0.001709,  0.013428
 0.001709,  0.013184
 0.001709,  0.012939
 0.001709,  0.012695
 0.001709,  0.012451
 0.001709,  0.012207
 0.001709,  0.011963
 0.001709,  0.011719
 0.001709,  0.011475
 0.001709,  0.011230
 0.001709,  0.010986
 0.001709,  0.010742
 0.001953,  0.010498
 0.001953,  0.010254
 0.001953,  0.010010
 0.001953,  0.009766
 0.001953,  0.009521
 0.001953,  0.009277
 0.001953,  0.009033
 0.001953,  0.008789
 0.001953,  0.008545
 0.002197,  0.008301
 0.002197,  0.008057
 0.002197,  0.007813
 0.002197,  0.007568
 0.002197,  0.007324
 0.002197,  0.007080
 0.002441,  0.006836
 0.002441,  0.006592
 0.002441,  0.006348
 0.002441,  0.006104
 0.002686,  0.005859
 0.002686,  0.005615
 0.002686,  0.005371
 0.002686,  0.005127
 0.002930,  0.004883
 0.002930,  0.004639
 0.002930,  0.004395
 0.003174,  0.004150
 0.003174,  0.003906
 0.003174,  0.003662
 0.003418,  0.003418
 0.003418,  0.003174
 0.003418,  0.002930
 0.003662,  0.002686
 0.003662,  0.002441
 0.003906,  0.002197
 0.003906,  0.001709
 0.004150,  0.001221
 0.004150,  0.000732
 0.004150,  0.000244
 0.004395, -0.000244
 0.004395, -0.000732
 0.004639, -0.001221
 0.004639, -0.001709
 0.004883, -0.002197
 0.004883, -0.002686
 0.005127, -0.003174
 0.005127, -0.003662
 0.005371, -0.004150
 0.005371, -0.004639
 0.005615, -0.005127
 0.005615, -0.005615
 0.005859, -0.006104
 0.005859, -0.006592
 0.006104, -0.007080
 0.006104, -0.007568
 0.006348, -0.008057
 0.006592, -0.008545
 0.006592, -0.009033
 0.006836, -0.009521
 0.006836, -0.010010
 0.007080, -0.010498
 0.007080, -0.010986
 0.007324, -0.011475
 0.007324, -0.012207
 0.007568, -0.012939
 0.007568, -0.013672
 0.007813, -0.014404
 0.007813, -0.015137
 0.008057, -0.015869
 0.008057, -0.016602
 0.008301, -0.017334
 0.008301, -0.018066
 0.008301, -0.018799
 0.008545, -0.019531
 0.008545, -0.020264
 0.008545, -0.020996
 0.008789, -0.021729
 0.008789, -0.022461
 0.008789, -0.023193
 0.008789, -0.023926
 0.008789, -0.024658
 0.008789, -0.025391
 0.008789, -0.026123
 0.008789, -0.026855
 0.008789, -0.027588
 0.008789, -0.028320
 0.008789, -0.029053
 0.008789, -0.029785
 0.008789, -0.030518
 0.008789, -0.031250
 0.008789, -0.031982
 0.008789, -0.032715
 0.008789, -0.033447
 0.008789, -0.034180
 0.008789, -0.034912
 0.008789, -0.035645
 0.008789, -0.036377
 0.008789, -0.037109
 0.008789, -0.037842
 0.008789, -0.038574
 0.008789, -0.039307
 0.008789, -0.040039
 0.008789, -0.040771
 0.008789, -0.041504
 0.008789, -0.042236
 0.008789, -0.042969
 0.008789, -0.043701
 0.008789, -0.044434
 0.008789, -0.045166
 0.008789, -0.045898
 0.008789, -0.046631
 0.008789, -0.047363
 0.008789, -0.048096
 0.008789, -0.048828
 0.008789, -0.049561
 0.008789, -0.050293
 0.008789, -0.051025
 0.008789, -0.051758
 0.008789, -0.052490
 0.008789, -0.053223
 0.008789, -0.053955
 0.008789, -0.054688
 0.008789, -0.055420
 0.008789, -0.056152
 0.008789, -0.056885
 0.009033, -0.057617
 0.009277, -0.058350
 0.009521, -0.059082
 0.009766, -0.059814
 0.010010, -0.060547
 0.010254, -0.061035
 0.010498, -0.061523
 0.010742, -0.062012
 0.010986, -0.062500
 0.011230, -0.062988
 0.011475, -0.063477
 0.011719, -0.063965
 0.011963, -0.064453
 0.012207, -0.064941
 0.012451, -0.065430
 0.012695, -0.065918
 0.012939, -0.066406
 0.013184, -0.066895
 0.013428, -0.067383
 0.013672, -0.067871
 0.013916, -0.068359
 0.014160, -0.068848
 0.014404, -0.069092
 0.014648, -0.069336
 0.014893, -0.069580
 0.015137, -0.069824
 0.015381, -0.070068
 0.015625, -0.070313
 0.015869, -0.070557
 0.016113, -0.070801
 0.016357, -0.071045
 0.016602, -0.071289
 0.016846, -0.071533
 0.017090, -0.071777
 0.017334, -0.072021
 0.017578, -0.072266
 0.017822, -0.072510
 0.018066, -0.072754
 0.018311, -0.072754
 0.018555, -0.072754
 0.018799, -0.072754
 0.019043, -0.072754
 0.019287, -0.072754
 0.019531, -0.072754
 0.019775, -0.072754
 0.020020, -0.072754
 0.020264, -0.072754
 0.020508, -0.072754
 0.020752, -0.072754
 0.020996, -0.072754
 0.021240, -0.072754
 0.021484, -0.072754
 0.021729, -0.072510
 0.021973, -0.072266
 0.022217, -0.072021
 0.022461, -0.071777
 0.022705, -0.071533
 0.022949, -0.071289
 0.023193, -0.071045
 0.023438, -0.070801
 0.023682, -0.070557
 0.023926, -0.070313
 0.024170, -0.070068
 0.024414, -0.069824
 0.024658, -0.069336
 0.024902, -0.068848
 0.025146, -0.068359
 0.025391, -0.067871
 0.025635, -0.067383
 0.025879, -0.066895
 0.026123, -0.066406
 0.026367, -0.065918
 0.026611, -0.065430
 0.026855, -0.064941
 0.027100, -0.064453
 0.027344, -0.063965
 0.027588, -0.063477
 0.027832, -0.062988
 0.028076, -0.062500
 0.028320, -0.062012
 0.028564, -0.061523
 0.028564, -0.061035
 0.028564, -0.060547
 0.028564, -0.060059
